,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in
8874, Jeep Renegade 2L Longitude MultiJetII 5dr     ,"£10,550",2016,SUV,"27,743",2.0L,138BHP,Manual,Diesel
8875, Ford Focus 1.5L Zetec Edition TDCi 5dr     ,"£10,550",2017,Hatchback,"27,107",1.5L,118BHP,Manual,Diesel
8876, KIA RIO 1.2L Pulse 5dr     ,"£10,550",2017,Hatchback,"5,721",1.25L,83BHP,Manual,Petrol
8880, KIA Ceed 1.6 CRDi 3 5dr     ,"£15,495",2019,Hatchback,"3,028",1.6L,116PS,Manual,Diesel
8881, KIA Sportage 1.6 CRDi 2 5dr     ,"£17,995",2019,SUV,"12,810",1.6L,136PS,Manual,Diesel
8882, KIA Optima 2.0 T-GDi GT 5dr     ,"£25,695",2019,Estate,15,2.0L,244PS,Automatic,Petrol
8883, Suzuki Grand Vitara 1.6 VVT+ 3dr     ,"£3,200",2006,SUV,"43,873",1.6L,104BHP,Manual,Petrol
8884, Volkswagen Transporter Camper T28 TDI P/V Highline BMT 2.0 5dr     ,"£24,999",,,,,,,
8885, Suzuki SX4 1.6 GLX 5dr     ,"£2,695",2009,Hatchback,"85,000",1.6L,107BHP,Manual,Petrol
8886, SEAT Exeo 2.0 TDI DPF S 4dr     ,"£2,995",2009,Saloon,"97,000",2.0L,141BHP,Manual,Diesel
8887, Nissan Micra 1.2 16v N-TEC 5dr     ,"£3,195",2009,Hatchback,"56,000",1.2L,79BHP,Manual,Petrol
8888, Peugeot Bipper Tepee 1.3 HDi Tepee Outdoor EGC (s/s) 5dr     ,"£4,295",2012,MPV,"69,000",1.3L,75BHP,Automatic,Diesel
8889, Nissan Micra 1.2 12v Acenta 5dr     ,"£4,495",2012,Hatchback,"25,795",1.2L,79BHP,Manual,Petrol
8893, Nissan Qashqai 1.2 DIG-T N-Connecta 5dr     ,"£17,000",2017,SUV,"12,820",1.2L,115PS,Automatic,Petrol
8894, Nissan Qashqai 1.2 DIG-T N-Connecta Glass Roof 5dr     ,"£17,250",2018,SUV,"9,501",1.2L,115PS,Manual,Petrol
8895, Nissan X-Trail 1.6 DIG-T Tekna 7 Seater 5dr     ,"£17,350",2017,SUV,"21,311",1.6L,163PS,Manual,Petrol
8896, Nissan Qashqai 1.2 DIG-T N-Connecta 5dr     ,"£17,450",2018,SUV,"15,835",1.2L,115PS,Automatic,Petrol
8897, Toyota CHR Hybrid 1.8 (122bhp) Excel Crossover 5dr     ,"£19,000",2018,SUV,"43,795",1.8L,122PS,Automatic,Hybrid
8898, Toyota C-Hr Hatchback 1.8 Hybrid Dynamic 5dr CVT     ,"£19,495",2017,SUV,"40,000",1.8L,122PS,Automatic,Hybrid
8899, Nissan Qashqai 1.3 DIG-T (160ps) N-Connecta Glass Roof 5dr     ,"£19,750",2019,SUV,"1,061",1.3L,140PS,Manual,Petrol
8900, Toyota Prius Hatchback 1.8 VVTi Business Edition Plus 5dr CVT     ,"£19,995",2016,Hatchback,"14,280",1.8L,122PS,Automatic,Hybrid
8901, Toyota C-Hr Hatchback 1.8 Hybrid Excel 5dr CVT     ,"£20,495",2018,SUV,"45,151",1.8L,122PS,Automatic,Hybrid
8902, Toyota Prius Hatchback 1.8 VVTi Excel 5dr CVT     ,"£20,495",2016,Hatchback,"6,809",1.8L,122PS,Automatic,Hybrid
8906, Peugeot 2008 1.5 BlueHDi Allure Premium (s/s) 5dr     ,"£12,989",2019,SUV,"18,119",1.5L,102PS,Manual,Diesel
8907, Suzuki SX4 S-Cross 1.0 Boosterjet SZ-T 5dr     ,"£12,989",2018,SUV,"5,583",1.0L,111PS,Manual,Petrol
8908, Peugeot 308 1.2 PureTech GPF Allure EAT (s/s) 5dr     ,"£12,989",2019,Hatchback,"15,687",1.2L,131PS,Automatic,Petrol
8909, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,"£12,989",2018,Hatchback,"11,347",1.5L,131PS,Manual,Diesel
8910, Nissan Qashqai 1.6 dCi Tekna 5dr     ,"£13,000",2016,SUV,"21,500",1.6L,128BHP,Manual,Diesel
8911, Nissan Leaf (30kWh) Tekna 5dr     ,"£13,000",2016,Hatchback,"23,958",107BHP,Automatic,Electric,1
8912, Nissan Qashqai 1.5 dCi Tekna 5dr     ,"£13,000",2016,SUV,"25,991",1.5L,114BHP,Manual,Diesel
8913, Peugeot 2008 1.5 BlueHDi Allure Premium (s/s) 5dr     ,"£13,289",2019,SUV,"13,641",1.5L,102PS,Manual,Diesel
8914, Peugeot 2008 1.2 PureTech GPF Allure (s/s) 5dr     ,"£13,289",2019,SUV,"3,039",1.2L,131PS,Manual,Petrol
8915, Peugeot 308 1.2 PureTech GPF Allure EAT (s/s) 5dr     ,"£13,289",2019,Hatchback,"15,062",1.2L,131PS,Automatic,Petrol
8919, Vauxhall Corsa 1.2 i ecoFLEX 16v S (s/s) 5dr     ,"£4,495",2013,Hatchback,"35,956",1.2L,84BHP,Manual,Petrol
8920, Suzuki Celerio 1.0 SZ2 5dr     ,"£4,995",2016,Hatchback,"12,998",1.0L,68PS,Manual,Petrol
8921, Volkswagen Scirocco 1.4 TSI 3dr     ,"£5,995",2011,Coupe,"81,000",1.4L,123BHP,Manual,Petrol
8922, Fiat 500 1.2 8V Lounge (s/s) 3dr     ,"£6,695",2016,Hatchback,"35,216",1.2L,70PS,Manual,Petrol
8923, Renault Captur 0.9 TCe Dynamique MediaNav (s/s) 5dr     ,"£6,795",2013,SUV,"44,802",0.9L,90BHP,Manual,Petrol
8924, Mercedes-Benz C Class 2.1 C250 CDI BlueEFFICIENCY Elegance …     ,"£7,695",2011,Saloon,"84,326",2.1L,201BHP,Automatic,Diesel
8925, Citroen Berlingo 1.6 HDi XTR 5dr     ,"£7,995",2013,MPV,"19,652",1.6L,90BHP,Manual,Diesel
8926, DS Automobiles DS 3 1.2 PureTech Chic 3dr     ,"£8,295",2016,Hatchback,"17,138",1.2L,82PS,Manual,Petrol
8927, Ford Grand C-Max 1.5 TDCi Zetec (s/s) 5dr     ,"£8,695",2015,MPV,"32,789",1.5L,120PS,Manual,Diesel
8928, Nissan Qashqai 1.2 DIG-T n-tec+ 5dr     ,"£8,995",2014,SUV,"54,000",1.2L,113BHP,Manual,Petrol
8932, Peugeot 2008 1.5 BlueHDi Allure Premium (s/s) 5dr     ,"£13,995",2019,SUV,"16,100",1.5L,102PS,Manual,Diesel
8933, Ford Ecosport ST-LINE EcoBoost140ps 1.0 5dr     ,"£13,995",2018,SUV,"13,600",1.0L,140PS,Manual,Petrol
8934, Ford Ecosport TITANIUM 1.0EcoBoost 125ps 5dr     ,"£13,995",2018,SUV,"11,250",1.0L,125PS,Manual,Petrol
8935, Peugeot 208 1.5 BlueHDi Tech Edition (s/s) 5dr     ,"£14,795",2019,Hatchback,7,1.5L,102PS,Manual,Diesel
8936, Peugeot 2008 1.5 BlueHDi Allure EAT (s/s) 5dr     ,"£15,195",2019,SUV,"3,582",1.5L,120PS,Automatic,Diesel
8937, Peugeot 308 SW 1.5 BlueHDi GT Line (s/s) 5dr     ,"£15,396",2019,Estate,"13,999",1.5L,131PS,Manual,Diesel
8938, Ford Kuga TITANIUM X 2.0TDCI 180 Powershift (Auto) 5dr     ,"£15,795",2016,SUV,"21,100",2.0L,178BHP,Automatic,Diesel
8939, Ford Grand Tourneo Connect TITANIUM TDCI 1.5 5dr     ,"£15,995",2018,MPV,"28,300",1.5L,118BHP,Manual,Diesel
8941, Peugeot 308 1.2 PureTech Tech Edition (s/s) 5dr     ,"£16,995",2019,Hatchback,10,1.2L,131PS,Manual,Petrol
8944, Fiat 500 1.2 Lounge 3dr [Start Stop] Bluetooth     ,"£4,790",2013,Hatchback,"50,000",1.2L,69BHP,Manual,Petrol
8945, Land Rover New Discovery Sport D180 R-DYNAMIC S Diesel MHEV …     ,"£38,740",2019,SUV,"4,800",2.0L,180PS,Automatic,Diesel
8946, BMW X4 Series X4 xDrive30d M Sport 3.0 5dr     ,"£39,480",2019,SUV,10,3.0L,265PS,Automatic,Diesel
8947, Land Rover Range Rover Velar P250 R-Dynamic SE 2.0 5dr     ,"£39,840",2018,SUV,"8,000",2.0L,250PS,Automatic,Petrol
8948, Land Rover Discovery 3.0 TD6 (258hp) HSE 5dr     ,"£39,990",2017,SUV,"23,101",3.0L,258PS,Automatic,Diesel
8949, Land Rover Range Rover 3.0 TD V6 Vogue SE Auto 4WD (s/s) 5dr     ,"£40,000",2015,SUV,"51,617",3.0L,258PS,Automatic,Diesel
8950, Land Rover Range Rover Velar D180 R-Dynamic HSE 2.0 5dr     ,"£40,880",2018,SUV,"8,500",2.0L,180PS,Automatic,Diesel
8951, BMW 3 Series 330d xDrive M Sport Plus Edition Touring 3.0 5dr     ,"£40,980",,,,,,,
8952, Land Rover Discovery 2.0 SD4 (240hp) SE 5dr     ,"£40,980",2019,SUV,"11,053",2.0L,240PS,Automatic,Diesel
8953, Land Rover Discovery 3.0 TD6 (258hp) First Edition 5dr     ,"£40,990",2017,SUV,"32,920",3.0L,258PS,Automatic,Diesel
8954, Land Rover Discovery 3.0 TD V6 HSE Auto 4WD (s/s) 5dr     ,"£41,000",2017,SUV,"27,933",3.0L,258PS,Automatic,Diesel
8958, Vauxhall Mokka X 1.4T Design Nav 5dr     ,"£11,500",2017,SUV,"10,773",1.4L,140PS,Manual,Petrol
8959, Volkswagen Golf 1.4 TSI Match 5dr     ,"£11,500",2015,Hatchback,"21,482",1.4L,120BHP,Manual,Petrol
8960, Vauxhall Zafira 1.4T SRi 5dr Auto     ,"£11,700",2016,MPV,"22,938",1.4L,140PS,Automatic,Petrol
8961, Vauxhall Mokka X 1.4T Design Nav 5dr     ,"£11,700",2017,SUV,"18,812",1.4L,140PS,Manual,Petrol
8962, Volkswagen Polo 1.2 TSI Match 5dr DSG     ,"£11,700",2016,Hatchback,"4,937",1.2L,89BHP,Automatic,Petrol
8963, Mazda 3 2.0 Sport Nav 5dr     ,"£11,900",2016,Hatchback,"11,280",2.0L,121PS,Manual,Petrol
8964, Citroen C3 1.2 PureTech 82 Feel 5dr     ,"£12,000",,,,,,,
8965, Citroen C3 1.2 PureTech 83 Origins 5dr     ,"£12,000",2020,Hatchback,4,1.2L,83PS,Manual,Petrol
8967, Audi A3 Diesel 1.6 TDI 110 SE Technik 5dr     ,"£12,000",2016,Hatchback,"24,468",1.6L,110PS,Manual,Diesel
8969, KIA Sportage 2.0 CRDi GT-Line 5dr [AWD]     ,"£12,950",2016,SUV,"58,081",2.0L,138PS,Manual,Diesel
8971, Hyundai I40 CRDI PREMIUM 1.7 4dr     ,"£7,295",2012,Saloon,"48,000",1.7L,134BHP,Manual,Diesel
8972, Audi A5 TDI S LINE CONVERTIBLE 2.0 2dr     ,"£7,750",2010,Convertible,"77,000",2.0L,168BHP,Manual,Diesel
8973, Ford Kuga TITANIUM TDCI 2.0 5dr     ,"£8,795",2013,SUV,"51,000",2.0L,161BHP,Manual,Diesel
8974, Volvo XC70 D5 SE LUX NAV AWD 2.4 5dr     ,"£9,995",2014,Estate,"96,000",2.4L,215BHP,Automatic,Diesel
8975, BMW 1 SERIES 116d M SPORT 2.0 5dr     ,"£9,995",2014,Hatchback,"47,000",2.0L,218BHP,Manual,Diesel
8976, Mercedes-Benz E Class E250 CDI AMG SPORT 2.2 2dr     ,"£12,995",2013,Coupe,"48,000",2.1L,204BHP,Automatic,Diesel
8977, Jaguar XE R-SPORT 2.0 4dr     ,"£18,995",2017,Saloon,"18,000",2.0L,180PS,Automatic,Diesel
8978, Mercedes-Benz Glc Class 2.1 GLC220d AMG Line (Premium) …     ,"£24,990",2017,SUV,"35,000",2.1L,170PS,Automatic,Diesel
8979, BMW X5 2.0 25d M Sport Auto xDrive (s/s) 5dr     ,"£25,990",2015,SUV,"31,000",2.0L,231PS,Automatic,Diesel
8980, Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic Auto 4WD …     ,"£25,990",2017,SUV,"28,000",2.0L,180PS,Automatic,Diesel
8984, Audi A1 1.6 TDI Sport 3dr     ,"£5,995",2011,Hatchback,"60,000",1.6L,104BHP,Manual,Diesel
8985, Nissan Micra 1.2 12v ELLE CVT 5dr     ,"£5,995",2013,Hatchback,"9,342",1.2L,79BHP,Automatic,Petrol
8986, Nissan Qashqai+2 1.5 dCi Acenta SUV 5dr Diesel Manual (139 …     ,"£5,995",2011,SUV,"59,000",1.5L,102BHP,Manual,Diesel
8987, Volkswagen Golf 1.6 TDI BlueMotion Tech Hatchback 5dr Diesel …     ,"£5,995",2012,Hatchback,"50,000",1.6L,103BHP,Manual,Diesel
8988, BMW 1 Series 2.0 120d Sport Hatchback 5dr Diesel Manual (122 …     ,"£5,995",2011,Hatchback,"90,000",2.0L,177BHP,Manual,Diesel
8989, Ford S-Max 1.6 TDCi Zetec MPV 5dr Diesel Manual (s/s) (139 …     ,"£5,995",2013,MPV,"47,394",1.6L,113BHP,Manual,Diesel
8990, BMW 3 Series 2.0 320d Sport Plus Coupe 2dr Diesel Manual (125 …     ,"£6,290",2012,Coupe,"86,000",2.0L,184BHP,Manual,Diesel
8991, Volkswagen UP! 1.0 60PS Move 5Dr     ,"£6,490",2015,Hatchback,"11,849",1.0L,59BHP,Manual,Petrol
8992, Nissan Qashqai+2 1.6 Tekna 5dr     ,"£6,495",2010,SUV,"85,000",1.6L,113BHP,Manual,Petrol
8993, BMW 1 Series 2.0 118d M Sport 2dr     ,"£6,495",2011,Convertible,"80,000",2.0L,143BHP,Manual,Diesel
8997, Mitsubishi ASX 1.6L ZC-M TD 5dr     ,"£10,550",2016,SUV,"19,031",1.6L,112BHP,Manual,Diesel
8998, BMW 1 Series 1.5 118i SE (s/s) 3dr     ,"£10,550",2016,Hatchback,"21,639",1.5L,136PS,Manual,Petrol
8999, Mitsubishi ASX 1.6L ZC-H TD 5dr     ,"£10,600",2015,SUV,"26,646",1.6L,112BHP,Manual,Diesel
9000, MINI Paceman 1.6L 3dr     ,"£10,600",2016,SUV,"33,510",1.6L,190BHP,Manual,Petrol
9001, KIA Sportage 1.7L 1 CRDi 5dr     ,"£10,650",2016,SUV,"23,594",1.7L,114BHP,Manual,Diesel
9002, Vauxhall Astra 1.4L Elite i Turbo 5dr     ,"£10,700",2017,Hatchback,"16,626",1.4L,148BHP,Manual,Petrol
9003, Renault Captur 0.9L Iconic TCe 5dr     ,"£10,800",2018,SUV,"15,235",0.9L,89BHP,Manual,Petrol
9004, Toyota Avensis 1.6L Business Edition D-4D     ,"£10,800",2016,Saloon,"18,048",1.6L,112BHP,Manual,Diesel
9005, Vauxhall Zafira Tourer 1.4L Design i Turbo 5dr     ,"£10,850",2017,MPV,"18,140",1.4L,138BHP,Manual,Petrol
9006, Citroen C4 Cactus 1.2L Feel PureTech 5dr     ,"£10,850",2019,Hatchback,"9,848",1.2L,108BHP,Manual,Petrol
9010," MINI Hatch 1.6 Cooper S Hatchback 3dr Petrol Manual (164 g/km, …     ","£4,795",2007,Hatchback,"64,235",1.6L,175BHP,Manual,Petrol
9011, Volkswagen UP! 1.0 Move up! ASG 5dr     ,"£5,995",2013,Hatchback,"18,000",1.0L,59BHP,Automatic,Petrol
9012, SEAT Ibiza 1.4 16v Toca 5dr     ,"£5,995",2013,Hatchback,"24,000",1.4L,84BHP,Manual,Petrol
9013, Suzuki Grand Vitara 1.9 DDiS SZ5 SUV 5dr Diesel Manual (179 …     ,"£6,495",2010,SUV,"58,575",1.9L,127BHP,Manual,Diesel
9014, Ford Fiesta 1.6 TDCI Sport Panel Van 3dr Diesel Manual (94 bhp)     ,"£6,954",2014,Car,Derived,"63,438",miles,1.6L,94BHP
9015, Vauxhall Insignia 2.0 CDTi ecoFLEX Design Nav Sport Tourer …     ,"£6,995",2015,Estate,"72,000",2.0L,138BHP,Manual,Diesel
9016," Nissan Micra 1.2 Acenta Hatchback 5dr Petrol Manual (115 g/km, …     ","£6,995",2016,Hatchback,"15,630",1.2L,79BHP,Manual,Petrol
9017, Citroen Berlingo 1.6 HDi XTR 5dr     ,"£6,995",2014,MPV,"60,000",1.6L,90BHP,Manual,Diesel
9018, Hyundai i10 1.0 SE Hatchback 5dr Petrol Manual (66 ps)     ,"£7,195",2017,Hatchback,"7,561",1.0L,66PS,Manual,Petrol
9019, Peugeot 508 SW 1.6 e-HDi Active (s/s) 5dr     ,"£7,495",2015,Estate,"64,000",1.6L,117PS,Manual,Diesel
9023, Toyota Rav4 Estate 2.5 VVT-i Hybrid Business Edition Plus 5dr …     ,"£20,995",2016,SUV,"22,533",2.5L,197PS,Automatic,Hybrid
9024, Nissan Qashqai DIG140 N-CONNECTA RF 1.3 5dr     ,"
RRP
£25,825
",,,,,,,
9025, Nissan Qashqai DIG140 N-CONNECTA ROOF 1.3 5dr     ,"
RRP
£25,795
",,,,,,,
9026, Nissan Juke 1.0 DIG-T N-Connecta (s/s) 5dr     ,"£21,970",,,,,,,
9027, Nissan Qashqai DIG140 TEKNA RF 1.3 5dr     ,"
RRP
£27,145
",,,,,,,
9028, Nissan Qashqai DIG140 ACENTA PREMIUM 1.3 5dr     ,"
RRP
£23,475
",,,,,,,
9029, Nissan Qashqai DIG140 ACENTA PREM 1.3 5dr     ,"
RRP
£23,475
",,,,,,,
9030, Nissan Qashqai DIG140 TEKNA RF 1.3 5dr     ,"
RRP
£27,720
",,,,,,,
9031, Toyota Corolla Hatchback 1.8 VVT-i Hybrid Excel 5dr CVT     ,"£22,995",2019,Hatchback,"9,951",1.8L,122PS,Automatic,Hybrid
9032, Nissan Qashqai DCI115 TEKNA RF 1.5 5dr     ,"
RRP
£29,120
",,,,,,,
9036, Peugeot 2008 1.5 BlueHDi Allure Premium (s/s) 5dr     ,"£13,689",2019,SUV,"12,430",1.5L,102PS,Manual,Diesel
9037, Nissan X-Trail 1.6 dCi Tekna (s/s) 5dr     ,"£13,795",2016,SUV,"39,470",1.6L,130PS,Manual,Diesel
9038, Peugeot 2008 1.2 PureTech GPF GT Line (s/s) 5dr     ,"£13,889",2019,SUV,"19,133",1.2L,131PS,Manual,Petrol
9039, Nissan Leaf (30kWh) Tekna 5dr     ,"£13,898",2017,Hatchback,"22,267",107BHP,Automatic,Electric,1
9040, Nissan X-Trail 1.6 dCi Tekna (s/s) 5dr     ,"£14,000",2017,SUV,"36,418",1.6L,130PS,Manual,Diesel
9041, Peugeot 2008 1.2 PureTech GPF GT Line (s/s) 5dr     ,"£14,189",2019,SUV,"14,500",1.2L,131PS,Manual,Petrol
9042, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,"£14,189",2019,Hatchback,"9,808",1.5L,131PS,Manual,Diesel
9043, Peugeot 308 1.2 PureTech GPF GT Line (s/s) 5dr     ,"£14,289",2019,Hatchback,"7,736",1.2L,131PS,Manual,Petrol
9044, Nissan Qashqai 1.2 DIG-T N-Connecta (s/s) 5dr     ,"£14,395",2017,SUV,"17,470",1.2L,115PS,Manual,Petrol
9045, Suzuki Swift 1.4 Boosterjet Sport (s/s) 5dr     ,"£14,489",2019,Hatchback,"3,000",1.4L,140PS,Manual,Petrol
9049, Vauxhall Mokka 1.4 16v Turbo SE (s/s) 5dr     ,"£8,995",2014,Hatchback,"42,976",1.4L,138BHP,Automatic,Petrol
9050, BMW 1 Series 2.0 116d Sport Sports Hatch (s/s) 5dr     ,"£8,995",2015,Hatchback,"58,542",2.0L,116BHP,Manual,Diesel
9051, KIA Ceed 1.4 SR7 5dr     ,"£8,995",2016,Hatchback,"19,589",1.4L,99PS,Manual,Petrol
9052, BMW 1 Series 1.6 116i Sport Sports Hatch (s/s) 5dr     ,"£9,995",2015,Hatchback,"41,046",1.6L,136BHP,Manual,Petrol
9053, Ford Fiesta 1.0 T EcoBoost ST-Line (s/s) 5dr     ,"£10,495",2017,Hatchback,"21,000",1.0L,123BHP,Manual,Petrol
9054, BMW 2 Series 2.0 218d Sport (s/s) 2dr     ,"£10,695",2014,Coupe,"22,421",2.0L,141BHP,Manual,Diesel
9055, Audi A3 1.6 TDI Sport Sportback S Tronic 5dr     ,"£10,695",2014,Hatchback,"51,452",1.6L,108BHP,Automatic,Diesel
9056, Mercedes-Benz A Class 1.5 A180 CDI AMG Sport 5dr     ,"£10,995",2013,Hatchback,"54,516",1.5L,109BHP,Manual,Diesel
9057, MINI Countryman 1.5 Cooper (s/s) 5dr     ,"£11,495",2016,SUV,"38,788",1.5L,136PS,Manual,Petrol
9058, Audi A1 1.4 TFSI Sport Sportback S Tronic (s/s) 5dr     ,"£11,695",2015,Hatchback,"32,949",1.4L,125PS,Automatic,Petrol
9062, Peugeot 308 SW 1.5 BlueHDi GT Line EAT (s/s) 5dr     ,"£17,395",2019,Estate,"7,155",1.5L,131PS,Automatic,Diesel
9063, Peugeot 3008 1.6 BlueHDi Allure (s/s) 5dr     ,"£17,895",2017,SUV,"20,000",1.6L,120PS,Manual,Diesel
9064, Peugeot 308 SW 1.5 BlueHDi GT Line EAT (s/s) 5dr     ,"£17,995",2019,Estate,"4,849",1.5L,131PS,Automatic,Diesel
9065, Peugeot 308 1.2 PureTech Tech Edition (s/s) 5dr     ,"£17,995",2019,Hatchback,"4,071",1.2L,131PS,Manual,Petrol
9066, Peugeot 3008 1.6 BlueHDi GT Line (s/s) 5dr     ,"£18,995",2017,SUV,"19,000",1.6L,120PS,Manual,Diesel
9067, Peugeot 3008 1.6 BlueHDi Allure (s/s) 5dr     ,"£18,995",2018,SUV,"22,000",1.6L,120PS,Manual,Diesel
9068, Peugeot 308 SW 1.5 BlueHDi Tech Edition (s/s) 5dr     ,"£18,995",2019,Estate,"3,619",1.5L,131PS,Manual,Diesel
9069, Peugeot 308 SW 1.2 PureTech Tech Edition (s/s) 5dr     ,"£18,995",2019,Estate,80,1.2L,131PS,Manual,Petrol
9070, Peugeot 308 1.2 PureTech Tech Edition (s/s) 5dr     ,"£19,995",2019,Hatchback,1,1.2L,131PS,Manual,Petrol
9071, Peugeot 3008 1.2 PureTech Allure (s/s) 5dr     ,"£19,995",2019,SUV,"17,158",1.2L,131PS,Manual,Petrol
9075, Land Rover Range Rover Evoque 2.0D R-Dynamic SE Auto 4WD (s/s) …     ,"
RRP
£45,000
",SUV,Automatic,Diesel,year,road,tax,included
9076, Land Rover Discovery 3.0 TD6 (258hp) HSE Luxury 5dr     ,"£42,990",2017,SUV,"25,829",3.0L,258PS,Automatic,Diesel
9077, Land Rover New Range Rover Evoque D240 R-DYNAMIC HSE Diesel …     ,"£42,990",2019,SUV,"7,608",2.0L,240PS,Automatic,Diesel
9078, Land Rover Discovery 2.0 SD4 (240hp) HSE 5dr     ,"£43,880",2018,SUV,"12,267",2.0L,240PS,Automatic,Diesel
9079, Land Rover Discovery 3.0 TD6 (258hp) HSE Luxury 5dr     ,"£43,990",2018,SUV,"18,043",3.0L,258PS,Automatic,Diesel
9080, Land Rover Range Rover 3.0 TD V6 Vogue SE Auto 4WD (s/s) 5dr     ,"£45,000",2016,SUV,"17,722",3.0L,258PS,Automatic,Diesel
9081, Land Rover Discovery Sport 2.0 D180 R-Dynamic S Auto 4WD (s/s) …     ,"
RRP
£48,990
",SUV,Automatic,Diesel,year,road,tax,included
9082, BMW X5 Series X5 xDrive30d M Sport 3.0 5dr     ,"£45,480",2019,SUV,"6,479",3.0L,265PS,Automatic,Diesel
9083, Land Rover Range Rover Evoque 2.0D R-Dynamic SE Auto 4WD (s/s) …     ,"
RRP
£48,614
",SUV,Automatic,Diesel,year,road,tax,included
9084, BMW X5 Series X5 xDrive30d M Sport 3.0 5dr     ,"£45,980",2019,SUV,"7,231",3.0L,265PS,Automatic,Diesel
9088, Citroen C4 Cactus 1.2 PureTech Flair 5dr [6 Speed]     ,"£12,000",2019,Hatchback,"16,021",1.2L,110PS,Manual,Petrol
9089, Citroen C3 1.2 PureTech 82 Feel 5dr     ,"£12,500",2020,Hatchback,3,1.2L,83PS,Manual,Petrol
9091, BMW 1 Series 116d M Sport 5dr Step Auto 2.0     ,"£12,500",2014,Hatchback,"22,451",2.0L,218BHP,Automatic,Diesel
9092, Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD     ,"£12,800",2016,SUV,"14,913",1.7L,116PS,Manual,Diesel
9093, Citroen C3 1.2 PureTech 83 Origins 5dr     ,"£13,000",2020,Hatchback,3,1.2L,83PS,Manual,Petrol
9094, Citroen C3 1.2 PureTech 83 Origins 5dr     ,"£13,000",2020,Hatchback,4,1.2L,83PS,Manual,Petrol
9095, Citroen C3 1.2 PureTech 82 Flair 5dr     ,"£13,000",2020,Hatchback,4,1.2L,83PS,Manual,Petrol
9099, Mazda 2 1.3 Tamura 5dr     ,"£5,450",2013,Hatchback,"32,222",1.3L,85BHP,Manual,Petrol
9101, Audi Q5 2.0 TDI S line S Tronic quattro (s/s) 5dr     ,"£26,990",2018,SUV,"10,000",2.0L,190PS,Automatic,Diesel
9102, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£27,990",2013,SUV,"48,000",3.0L,288BHP,Automatic,Diesel
9103, Land Rover Discovery Sport 2.0 TD4 HSE Dynamic Lux Auto 4WD …     ,"£27,990",2016,SUV,"22,000",2.0L,180PS,Automatic,Diesel
9104, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£28,990",2013,SUV,"39,000",3.0L,288BHP,Automatic,Diesel
9105, Mercedes-Benz Gle Class 3.0 GLE350d V6 AMG Line G-Tronic …     ,"£29,990",2015,Coupe,"36,000",3.0L,258PS,Automatic,Diesel
9106, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£29,990",2014,SUV,"27,000",3.0L,288BHP,Automatic,Diesel
9107, Land Rover Range Rover 3.0 TD V6 Vogue SE Auto 4WD (s/s) 5dr     ,"£31,990",2014,SUV,"49,000",3.0L,258PS,Automatic,Diesel
9108, Land Rover Discovery 3.0 TD V6 SE Auto 4WD (s/s) 5dr     ,"£33,990",2017,SUV,"28,000",3.0L,258PS,Automatic,Diesel
9109, Land Rover Discovery 2.0 SD4 SE Auto 4WD (s/s) 5dr     ,"£33,990",2018,SUV,"29,000",2.0L,240PS,Automatic,Diesel
9110, Land Rover Range Rover Sport 3.0 SD V6 HSE 4X4 (s/s) 5dr     ,"£34,990",2016,SUV,"32,000",3.0L,288BHP,Automatic,Diesel
9114," Volkswagen Polo 1.4 GTI Hatchback 3dr Petrol DSG (139 g/km, …     ","£6,495",2012,Hatchback,"65,000",1.4L,178BHP,Automatic,Petrol
9115," Nissan Qashqai 2.0 n-tec+ SUV 5dr Petrol CVT 4WD (189 g/km, …     ","£6,990",2013,SUV,"57,200",2.0L,138BHP,Automatic,Petrol
9116," BMW X5 3.0 30d SE SUV 5dr Diesel Automatic (231 g/km, 235 bhp)     ","£6,995",CAT,Icon,2008,reg),SUV,"90,000",miles
9117, BMW X1 2.0 18d xLine SUV 5dr Diesel Automatic xDrive (143 …     ,"£7,490",2014,SUV,"83,391",2.0L,141BHP,Automatic,Diesel
9118, BMW 1 Series 1.6 116i M Sport Sports Hatch 5dr     ,"£7,495",2012,Hatchback,"85,000",1.6L,136BHP,Manual,Petrol
9119, Mitsubishi Outlander 2.2 DI-D GX4 SUV 5dr Diesel Manual 4x4 (7 …     ,"£7,495",2013,SUV,"90,000",2.2L,148BHP,Manual,Diesel
9120, Mercedes-Benz S Class 3.0 S350 CDI BlueTEC L Limousine 4dr …     ,"£7,995",2011,Limousine,"140,000",3.0L,255BHP,Automatic,Diesel
9121, Volkswagen UP! 2016 1.0 60PS Move up! ASG 3Dr     ,"£8,190",2017,Hatchback,"23,208",1.0L,60PS,Automatic,Petrol
