,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in,Car_Make
5416, Honda Hr-V 1.5 i-VTEC S (s/s) 5-Door 5dr     ,14444,2017,SUV,18703,1.5L,130PS,Manual,Petrol,Honda
5417, Honda Jazz 1.3 i-VTEC SE Navi 5-Door 5dr     ,14950,2019,Hatchback,10000,1.3L,102PS,Automatic,Petrol,Honda
5418, Toyota Yaris Hatchback 1.5 VVT-i Icon 5dr     ,9290,2018,Hatchback,43825,1.5L,111PS,Manual,Petrol,Toyota
5419, Toyota Yaris Hatchback 1.33 VVT-i Design 5dr CVT     ,9790,2016,Hatchback,44316,1.33L,99PS,Automatic,Petrol,Toyota
5420, Toyota Yaris Hatchback 1.33 VVT-i Icon TSS 5dr     ,9790,2016,Hatchback,11525,1.33L,99PS,Manual,Petrol,Toyota
5421, Toyota Aygo Hatchback 1.0 VVT-i X-Press 5dr x-shift     ,9990,2018,Hatchback,8443,1.0L,68PS,Automatic,Petrol,Toyota
5422, Toyota Aygo Hatchback 1.0 VVT-i X-Trend 5dr     ,9990,2019,Hatchback,5193,1.0L,71PS,Manual,Petrol,Toyota
5423, Toyota Aygo Hatchback 1.0 VVT-i X-Trend 5dr     ,9990,2019,Hatchback,5650,1.0L,71PS,Manual,Petrol,Toyota
5424, Toyota Aygo Hatchback 1.0 VVT-i X-Trend 5dr     ,9990,2019,Hatchback,5000,1.0L,71PS,Manual,Petrol,Toyota
5425, Toyota Aygo Hatchback 1.0 VVT-i X-Trend 5dr     ,10590,2019,Hatchback,1345,1.0L,71PS,Manual,Petrol,Toyota
5426, Toyota Yaris Hatchback 1.33 VVT-i Design 5dr     ,10990,2017,Hatchback,19029,1.33L,99PS,Manual,Petrol,Toyota
5427, Suzuki Swift 1.2 SZ4 3dr     ,3995,2012,Hatchback,76000,1.2L,93BHP,Manual,Petrol,Suzuki
5428, Fiat Panda 1.2 8v Pop 5dr (EU5)     ,4250,2014,Hatchback,25000,1.2L,70PS,Manual,Petrol,Fiat
5429, SEAT Ibiza 1.4 16v Good Stuff SportCoupe 3dr     ,4595,2011,Hatchback,38800,1.4L,84BHP,Manual,Petrol,SEAT
5430, Peugeot 308 SW 1.6 e-HDi Access (s/s) 5dr     ,4995,2013,Estate,56000,1.6L,115BHP,Manual,Diesel,Peugeot
5431, Vauxhall Viva 1.0i SE 5dr (a/c)     ,5595,2016,Hatchback,16600,1.0L,75PS,Manual,Petrol,Vauxhall
5432, SEAT Toledo 1.6 TDI CR Ecomotive I-TECH (s/s) 5dr     ,5795,2014,Hatchback,59800,1.6L,105PS,Manual,Diesel,SEAT
5433, KIA RIO 1.25 1 Air 5dr     ,6595,2016,Hatchback,46000,1.25L,84BHP,Manual,Petrol,KIA
5434, Hyundai i30 1.4 Active 5dr     ,6595,2013,Hatchback,38800,1.4L,99BHP,Manual,Petrol,Hyundai
5435, KIA RIO 1.25 1 Air 5dr     ,6995,2016,Hatchback,38300,1.25L,84BHP,Manual,Petrol,KIA
5436, Vauxhall Adam 1.2i ENERGISED 3dr     ,8295,2018,Hatchback,3200,1.2L,70PS,Manual,Petrol,Vauxhall
5437, Audi Q2 30 TDI Sport 5dr 1.6     ,22500,2019,SUV,2220,1.6L,116PS,Manual,Diesel,Audi
5438, Audi A3 35 TFSI S Line 5dr S Tronic 1.5     ,22500,2019,Hatchback,10685,1.5L,150PS,Automatic,Petrol,Audi
5439, Toyota C-Hr 1.8 Hybrid Excel 5dr CVT [Leather] Hybrid Hatchback     ,22500,2019,SUV,5702,1.8L,122PS,Automatic,Hybrid,Toyota
5440, Audi Q5 SQ5 Quattro 5dr Tip Auto 3.0     ,22500,2015,SUV,48277,3.0L,309BHP,Automatic,Diesel,Audi
5441, Audi A4 35 TFSI S Line 5dr 2.0     ,22500,2019,Estate,5999,2.0L,150PS,Manual,Petrol,Audi
5442, Audi A3 35 TFSI Black Edition 5dr S Tronic 1.5     ,22750,2019,Hatchback,15013,1.5L,150PS,Automatic,Petrol,Audi
5444, Audi A5 2.0 TDI Ultra S Line 5dr S Tronic [Tech Pack]     ,23000,2017,Hatchback,21385,2.0L,190PS,Automatic,Diesel,Audi
5447, Audi TT 2.0 TDI ULTRA S LINE 2d 182 BHP ** PCP FINANCE …     ,15995,2015,Coupe,36796,2.0L,182BHP,Manual,Diesel,Audi
5448, Audi Q3 2.0 TDI SE (s/s) 5dr     ,16000,2015,SUV,38786,2.0L,150PS,Manual,Diesel,Audi
5450, BMW 4 Series 2.0 420d M Sport xDrive 2dr     ,16000,2015,Coupe,51757,2.0L,190BHP,Automatic,Diesel,BMW
5451, Volkswagen Tiguan 2.0 TDI BlueMotion Tech SE Navigation DSG …     ,16250,2016,SUV,20051,2.0L,150PS,Automatic,Diesel,Volkswagen
5452, MINI Cooper Countryman 1.5 5dr     ,16480,2017,SUV,12588,1.5L,136BHP,Automatic,Petrol,MINI
5453, MINI 3-Door Hatch Cooper Sport 1.5 3dr     ,16480,2019,Hatchback,7312,1.5L,136BHP,Manual,Petrol,MINI
5454, BMW X1 Series X1 xDrive20d Sport 2.0 5dr     ,16480,2015,SUV,28510,2.0L,190BHP,Automatic,Diesel,BMW
5455, MINI 3-Door Hatch Cooper Sport 1.5 3dr     ,16480,2019,Hatchback,101,1.5L,136BHP,Manual,Petrol,MINI
5461, MINI 5-Door Hatch Cooper 1.5 5dr     ,9298,2016,Hatchback,40216,1.5L,136BHP,Manual,Petrol,MINI
5462, MINI Cooper S ALL4 Countryman 1.6 5dr     ,9498,2014,SUV,52131,1.6L,184BHP,Manual,Petrol,MINI
5464, Volkswagen Scirocco 2.0 TDi BlueMotion Tech GT 3dr     ,11500,2015,Coupe,42646,2.0L,148BHP,Manual,Diesel,Volkswagen
5465, MINI 5-Door Hatch Cooper 1.5 5dr     ,11998,2016,Hatchback,17462,1.5L,136BHP,Manual,Petrol,MINI
5466, Volkswagen Golf 1.6 MATCH TDI DSG 5d 103 BHP 67MPG! DAB …     ,6450,2010,Hatchback,58470,1.6L,103BHP,Automatic,Diesel,Volkswagen
5467, Volkswagen Touran 1.6 SE TDI BLUEMOTION TECHNOLOGY 5d 103 BHP     ,6750,2015,MPV,106312,1.6L,103BHP,Manual,Diesel,Volkswagen
5468, Ford Kuga 2.0 TITANIUM TDCI AWD 5d 163 BHP TITANIUM X PACK + …     ,6950,2011,SUV,80209,2.0L,163BHP,Automatic,Diesel,Ford
5469, BMW 5 SERIES 2.0 520D SE TOURING 5d 181 BHP 61MPG! MEDIA …     ,7250,2010,Estate,93000,2.0L,181BHP,Automatic,Diesel,BMW
5470, Volkswagen Golf 1.6 SE TDI BLUEMOTION TECHNOLOGY 2d 104 BHP …     ,7450,2013,Convertible,62945,1.6L,104BHP,Manual,Diesel,Volkswagen
5471, Audi TT 1.8 QUATTRO SPORT RECARO 3d 240 BHP 1 OF 800 LIMITED …     ,7450,2006,Coupe,122743,1.8L,236BHP,Manual,Petrol,Audi
5473, Mercedes-Benz M-Class 3.0 ML300 CDI BLUEEFFICIENCY SPORT 5d …     ,9950,2011,SUV,81149,3.0L,204BHP,Automatic,Diesel,Mercedes-Benz
5474, Toyota Yaris 1.5 VVT-I DESIGN 5d 110 BHP 65MPG! DAB …     ,10200,2017,Hatchback,14500,1.5L,110BHP,Manual,Petrol,Toyota
5475, Jaguar XF 2.2 D SPORT SPORTBRAKE 5d 200 BHP …     ,10450,2013,Estate,90923,2.2L,200BHP,Automatic,Diesel,Jaguar
5477, Renault Megane 1.6 VVT Extreme Hatchback 5dr Petrol Manual …     ,2995,2010,Hatchback,50000,1.6L,100BHP,Manual,Petrol,Renault
5478, Vauxhall Corsa 1.4 i 16v Design Hatchback 5dr Petrol Automatic …     ,2995,2009,Hatchback,70000,1.4L,89BHP,Automatic,Petrol,Vauxhall
5479, Honda Jazz 1.2 i-VTEC Si Hatchback 5dr Petrol Manual (125 …     ,2995,2010,Hatchback,90000,1.2L,89BHP,Manual,Petrol,Honda
5480, Vauxhall Corsa 1.0 i 12v Active Hatchback 3dr Petrol Manual …     ,2995,2009,Hatchback,26000,1.0L,59BHP,Manual,Petrol,Vauxhall
5481, Ford Fiesta 1.6 TDCi ECOnetic DPF Edge Hatchback 5dr Diesel …     ,2995,2011,Hatchback,110000,1.6L,94BHP,Manual,Diesel,Ford
5483, Volkswagen Golf 1.6 FSI Match Hatchback 5dr Petrol Automatic …     ,2995,2007,Hatchback,80000,1.6L,113BHP,Automatic,Petrol,Volkswagen
5484, Fiat 500 1.3 MultiJet Lounge Hatchback 3dr Diesel Manual (110 …     ,2995,2008,Hatchback,45000,1.3L,75BHP,Manual,Diesel,Fiat
5485, Ford Fiesta 1.6 TDCi Zetec Hatchback 5dr Diesel Manual (110 …     ,2995,2009,Hatchback,100000,1.6L,89BHP,Manual,Diesel,Ford
5486, Citroen Grand C4 SpaceTourer 2.0 BlueHDi Flair EAT8 (s/s) 5dr     ,17995,2018,MPV,10300,2.0L,160PS,Automatic,Diesel,Citroen
5487, Toyota Yaris 1.8 Dual VVT-i GRMN 3dr     ,18750,2018,Hatchback,10200,1.8L,212PS,Manual,Petrol,Toyota
5488, BMW 5 Series 3.5 535i Sport 4dr     ,3995,2002,Saloon,96500,3.5L,245BHP,Automatic,Petrol,BMW
5489, Porsche 911 3.6 996 Carrera 2 Cabriolet 2dr     ,17999,2003,Convertible,88174,3.6L,315BHP,Manual,Petrol,Porsche
5490, Toyota Hilux 3.0 D-4D Invincible Crewcab Pickup 4dr     ,12000,2011,Pickup,88500,3.0L,171BHP,Automatic,Diesel,Toyota
5491, Volkswagen Golf Sv 1.6 SE TDI 5d 108 BHP     ,6995,2014,MPV,55000,1.6L,108BHP,Manual,Diesel,Volkswagen
5492, SKODA Yeti 2.0 SE TDI CR 5d 138 BHP     ,6995,2011,SUV,45000,2.0L,138BHP,Manual,Diesel,SKODA
5493, Mercedes-Benz C-Class 2.1 C220 CDI BLUEEFFICIENCY SE 5d 168 BHP     ,6995,2012,Estate,76000,2.1L,168BHP,Automatic,Diesel,Mercedes-Benz
5494, Nissan Juke 1.5 TEKNA DCI 5d 110 BHP     ,8495,2015,SUV,39000,1.5L,110BHP,Manual,Diesel,Nissan
5495, Mercedes-Benz SLK 1.8 SLK200 KOMPRESSOR 2d 184 BHP     ,8995,2008,Convertible,26000,1.8L,184BHP,Automatic,Petrol,Mercedes-Benz
5506, Peugeot 308 SW 1.5 BlueHDi GT Line (s/s) 5dr     ,14995,2019,Estate,8297,1.5L,131PS,Manual,Diesel,Peugeot
5507, Honda Civic 4-Door Saloon 1.6 SR MAN 4dr     ,15000,2018,Saloon,10000,1.6L,120PS,Manual,Diesel,Honda
5509, Peugeot 308 1.5 BlueHDi GT Line (s/s) 5dr     ,15495,2019,Hatchback,9566,1.5L,131PS,Manual,Diesel,Peugeot
5510, Peugeot 2008 1.2 PureTech Allure Premium (s/s) 5dr     ,15495,2019,SUV,50,1.2L,110PS,Manual,Petrol,Peugeot
5511, Peugeot 2008 1.2 PureTech Allure Premium (s/s) 5dr     ,15495,2019,SUV,958,1.2L,110PS,Manual,Petrol,Peugeot
5514, Toyota Yaris Hatchback 1.33 VVT-i Design TSS 5dr     ,10990,2016,Hatchback,14150,1.33L,99PS,Manual,Petrol,Toyota
5515, Toyota Yaris Hatchback 1.5 Hybrid Excel 5dr CVT     ,11490,2014,Hatchback,21821,1.5L,101PS,Automatic,Hybrid,Toyota
5516, Toyota Verso Estate 1.6 V-matic Icon TSS 5dr     ,11690,2016,MPV,28212,1.6L,132PS,Manual,Petrol,Toyota
5517, Toyota Yaris Hatchback 1.5 VVT-i Excel 5dr     ,12190,2017,Hatchback,5654,1.5L,111PS,Manual,Petrol,Toyota
5518, Toyota Yaris 1.5 VVT-i ( 98bhp ) ( Bi-Tone ) ( TSS ) E-CVT …     ,12990,2017,Hatchback,33026,1.5L,100PS,Automatic,Hybrid,Toyota
5519, Toyota Yaris Hatchback 1.5 VVT-i Excel 5dr     ,12990,2018,Hatchback,11775,1.5L,111PS,Manual,Petrol,Toyota
5520, Toyota Yaris 1.5 VVT-i ( 111bhp ) 2019MY Icon Tech 5dr     ,12990,2019,Hatchback,5016,1.5L,111PS,Manual,Petrol,Toyota
5521, Toyota Yaris Hatchback 1.5 Hybrid Icon 5dr CVT     ,13490,2018,Hatchback,18475,1.5L,100PS,Automatic,Hybrid,Toyota
5522, Toyota Verso Estate 1.8 V-matic Trend 5dr M-Drive S     ,13990,2016,MPV,12068,1.8L,147PS,Automatic,Petrol,Toyota
5523, Toyota Yaris Hatchback 1.5 Hybrid Excel 5dr CVT     ,13990,2017,Hatchback,19200,1.5L,100PS,Automatic,Hybrid,Toyota
5524, Mercedes-Benz SLK 3.5 SLK350 BlueEFFICIENCY AMG Sport …     ,11995,2011,Convertible,50000,3.5L,305BHP,Automatic,Petrol,Mercedes-Benz
5525, KIA RIO 1.4 Chill 5dr     ,1495,2008,Hatchback,74000,1.4L,95BHP,Manual,Petrol,KIA
5526, SKODA Octavia 2.0 TDI PD Elegance 5dr     ,1495,2007,Estate,152000,2.0L,140BHP,Manual,Diesel,SKODA
5527, Renault Modus 1.5 dCi Privilege 5dr     ,1495,2005,Hatchback,93000,1.5L,106BHP,Manual,Diesel,Renault
5528, Nissan X-Trail 2.2 dCi Sport 5dr     ,1995,2004,SUV,118000,2.2L,136BHP,Manual,Diesel,Nissan
5529, MINI Hatch 1.6 Cooper S 3dr     ,2695,2007,Hatchback,100000,1.6L,175BHP,Manual,Petrol,MINI
5530, Vauxhall Corsa 1.3 CDTi ecoFLEX 16v SXi 3dr     ,2995,2012,Hatchback,90000,1.3L,94BHP,Manual,Diesel,Vauxhall
5531, Smart Fortwo 0.8 CDI Pulse Softouch 2dr     ,3495,2012,Coupe,42000,0.8L,54BHP,Automatic,Diesel,Smart
5532, BMW 3 Series 2.0 320d EfficientDynamics 4dr     ,3995,2011,Saloon,97000,2.0L,163BHP,Manual,Diesel,BMW
5533, Nissan Qashqai+2 1.5 dCi Acenta 2WD 5dr     ,4495,2010,SUV,98000,1.5L,102BHP,Manual,Diesel,Nissan
5543, Audi A3 2.0 TDI S LINE 5d 148 BHP ** AUDI VIRTUAL COCKPIT... **     ,16495,2016,Hatchback,32074,2.0L,148BHP,Manual,Diesel,Audi
5544," Audi A3 1.4 TFSI S LINE NAV 2d 148 BHP **CRUISE CONTROL, …     ",16495,2016,Convertible,18878,1.4L,148BHP,Manual,Petrol,Audi
5545, Volkswagen Golf 2.0 TDI BlueMotion Tech R-Line Edition DSG …     ,16500,2016,Hatchback,17661,2.0L,148BHP,Automatic,Diesel,Volkswagen
5546, Volkswagen Tiguan 2.0 TDI SE (s/s) 5dr     ,16980,2018,SUV,15008,2.0L,150PS,Manual,Diesel,Volkswagen
5547, MINI John Cooper Works Convertible 2.0 2dr     ,16980,2018,Convertible,30380,2.0L,231BHP,Manual,Petrol,MINI
5548, BMW X1 Series X1 xDrive20d Sport 2.0 5dr     ,16980,2016,SUV,35626,2.0L,190BHP,Automatic,Diesel,BMW
5549, BMW 3 Series 335d xDrive M Sport Saloon 3.0 4dr     ,16980,2015,Saloon,29527,3.0L,313BHP,Automatic,Diesel,BMW
5550, MINI Clubman Cooper Classic 1.5     ,16990,2019,Estate,1473,1.5L,136BHP,Manual,Petrol,MINI
5551, Audi A4 2.0 TDI S LINE 4d 188 BHP     ,16995,2015,Saloon,33268,2.0L,188BHP,Automatic,Diesel,Audi
5552, MINI 5-Door Hatch Cooper Sport 1.5 5dr     ,16995,2019,Hatchback,6844,1.5L,136BHP,Manual,Petrol,MINI
5553, MINI Cooper 3-Door Hatch 1.5 3dr     ,11998,2016,Hatchback,14872,1.5L,136BHP,Manual,Petrol,MINI
5554, Honda Jazz 1.5 i-VTEC Sport 5dr CVT     ,12500,2018,Hatchback,13515,1.5L,130PS,Automatic,Petrol,Honda
5555, MINI Clubman Cooper 1.5     ,12998,2017,Estate,32234,1.5L,136BHP,Manual,Petrol,MINI
5557, Suzuki Vitara 1.6 SZ5 ALLGRIP 5dr     ,13000,2017,SUV,9436,1.6L,120PS,Manual,Petrol,Suzuki
5558, MINI 5-Door Hatch Cooper 1.5 5dr     ,13498,2017,Hatchback,5302,1.5L,136BHP,Automatic,Petrol,MINI
5560, MINI 3-Door Hatch Cooper Classic 1.5 3dr     ,15898,2019,Hatchback,101,1.5L,136BHP,Manual,Petrol,MINI
5561, MINI Cooper S ALL4 Clubman 2.0     ,15998,2017,Estate,29511,2.0L,192BHP,Manual,Petrol,MINI
5562, Mazda CX-5 2.2 D SPORT NAV 5d 173 BHP 57MPG! …     ,10450,2013,SUV,62436,2.2L,173BHP,Automatic,Diesel,Mazda
5564, BMW X5 3.0 XDRIVE30D M SPORT 5d 232 BHP 7 SEATS + PAN ROOF + …     ,11250,2009,SUV,73000,3.0L,232BHP,Automatic,Diesel,BMW
5565, Jeep Grand Cherokee 3.0 V6 CRD S-LIMITED 5d AUTO 237 BHP HUGE …     ,12250,2013,SUV,88000,3.0L,237BHP,Automatic,Diesel,Jeep
5566, Jaguar XJ 3.0 D V6 PREMIUM LUXURY SWB 4d 275 BHP DUAL …     ,12450,2011,Saloon,73328,3.0L,275BHP,Automatic,Diesel,Jaguar
5567, Lexus CT 1.8 200H PREMIER AUTO HYBRID 5d 134 BHP 70MPG! £0 …     ,13950,2014,Hatchback,37000,1.8L,134BHP,Automatic,Hybrid,Lexus
5569, Audi A6 2.0 TDI ULTRA BLACK EDITION 4d 188 BHP 70MPG! £30 TAX! …     ,14450,2014,Saloon,54185,2.0L,188BHP,Manual,Diesel,Audi
5570, Hyundai Tucson 2.0 CRDI SE NAV 5d 182 BHP 58MPG! …     ,14450,2016,SUV,29600,2.0L,182BHP,Automatic,Diesel,Hyundai
5571, Hyundai Tucson 2.0 CRDI PREMIUM SE 5d AUTO 134 BHP PAN …     ,16750,2016,SUV,34800,2.0L,134BHP,Automatic,Diesel,Hyundai
5572," Audi A3 2.0 TDI SE Sportback 5dr Diesel DSG (157 g/km, 140 bhp)     ",2995,2007,Hatchback,115000,2.0L,140BHP,Automatic,Diesel,Audi
5573, Vauxhall Corsa 1.2 i 16v SXi Hatchback 3dr Petrol Manual (124 …     ,2995,2010,Hatchback,80000,1.2L,84BHP,Manual,Petrol,Vauxhall
5574, Vauxhall Astra 2.0 CDTi 16v SE Estate 5dr Diesel Manual (s/s) …     ,2995,2011,Estate,100000,2.0L,158BHP,Manual,Diesel,Vauxhall
5575," Ford Kuga 2.0 TDCi Zetec SUV 5dr Diesel Manual 4x4 (169 g/km, …     ",2995,2009,SUV,120000,2.0L,134BHP,Manual,Diesel,Ford
5576, Citroen C4 Picasso 1.6 HDi Exclusive MPV 5dr Diesel EGS (150 …     ,2995,2009,MPV,75000,1.6L,110BHP,Automatic,Diesel,Citroen
5577, Toyota Auris 1.4 VVT-i T3 Hatchback 5dr Petrol Manual (163 …     ,2995,2007,Hatchback,60000,1.4L,97BHP,Manual,Petrol,Toyota
5578, Toyota Aygo 1.0 VVT-i Fire Hatchback 5dr Petrol Manual (99 …     ,2995,2012,Hatchback,95000,1.0L,67BHP,Manual,Petrol,Toyota
5579, Vauxhall Corsa 1.2 i 16v SXi Hatchback 3dr Petrol Manual (124 …     ,2995,2011,Hatchback,70000,1.2L,84BHP,Manual,Petrol,Vauxhall
5580," Honda Cr-V 2.2 i-CDTi EX SUV 5dr Diesel Manual (173 g/km, 138 …     ",2995,2007,SUV,150000,2.2L,138BHP,Manual,Diesel,Honda
5581," Peugeot RCZ 1.6 THP Sport Coupe 2dr Petrol Manual (155 g/km, …     ",3295,2010,Coupe,120000,1.6L,156BHP,Manual,Petrol,Peugeot
5582, Volvo XC60 2.4 D3 SE AWD 5d 161 BHP     ,8995,2012,SUV,64861,2.4L,161BHP,Manual,Diesel,Volvo
5583, Volvo V60 2.0 D3 SE LUX 5d 134 BHP     ,8995,2013,Estate,52367,2.0L,134BHP,Automatic,Diesel,Volvo
5584, Audi A5 4.2 S5 V8 QUATTRO 2d 354 BHP     ,9695,2008,Coupe,85000,4.2L,354BHP,Manual,Petrol,Audi
5585, Mercedes-Benz E-Class 2.1 E220 CDI BLUEEFFICIENCY S/S SPORT 4d …     ,9995,2013,Saloon,55000,2.1L,170BHP,Automatic,Diesel,Mercedes-Benz
5586, BMW 2 SERIES 2.0 220I M SPORT 2d 181 BHP     ,13995,2015,Coupe,28000,2.0L,181BHP,Manual,Petrol,BMW
5587, BMW 1 SERIES 1.5 118I SPORT 5d 134 BHP     ,14395,2018,Hatchback,22000,1.5L,134BHP,Manual,Petrol,BMW
5588, Mercedes-Benz C-Class 2.1 C 220 D SPORT 4d 170 BHP     ,15995,2017,Saloon,33000,2.1L,170BHP,Automatic,Diesel,Mercedes-Benz
5589, Nissan 370Z 3.7 V6 GT 3d 328 BHP     ,15995,2015,Coupe,26000,3.7L,328BHP,Manual,Petrol,Nissan
5590, Mercedes-Benz M-Class 2.1 ML250 BLUETEC SE 5d 204 BHP     ,15995,2013,SUV,67000,2.1L,204BHP,Automatic,Diesel,Mercedes-Benz
5591, Mercedes-Benz E-Class 2.1 E220 BLUETEC AMG LINE 2d 174 BHP     ,16995,2015,Convertible,51618,2.1L,174BHP,Automatic,Diesel,Mercedes-Benz
5602, Honda Civic 1.0 VTEC TURBO SE 5-Door 5dr     ,15990,2019,Hatchback,10000,1.0L,126PS,Manual,Petrol,Honda
5603, Honda Cr-V 1.6 i-DTEC SE+ (2wd) 5-Dr 5dr     ,15990,2017,SUV,26099,1.6L,120PS,Manual,Diesel,Honda
5605, Honda Cr-V 2.0 i-VTEC SE+ 5-Door 5dr     ,16844,2017,SUV,31507,2.0L,155PS,Automatic,Petrol,Honda
5606, Honda Hr-V 1.6i-DTEC SE (s/s) 5-Door 5dr     ,16844,2018,SUV,9081,1.6L,120PS,Manual,Diesel,Honda
5607, Honda Civic 4-Door Saloon 1.6 i-DTEC SR 4dr     ,16874,2019,Saloon,700,1.6L,120PS,Manual,Diesel,Honda
5608, Honda Civic 4-Door Saloon 1.0 VTEC TURBO SR 4dr     ,17000,2019,Saloon,10000,1.0L,126PS,Automatic,Petrol,Honda
5609, Peugeot 3008 1.2 PureTech Allure (s/s) 5dr     ,17495,2017,SUV,34206,1.2L,131PS,Manual,Petrol,Peugeot
5610, Peugeot 3008 1.2 PureTech Active (s/s) 5dr     ,17495,2018,SUV,18282,1.2L,131PS,Manual,Petrol,Peugeot
5611, Toyota Yaris Hatchback 1.5 Hybrid Icon Tech 5dr CVT     ,14490,2017,Hatchback,6694,1.5L,100PS,Automatic,Hybrid,Toyota
5612, Toyota Yaris Hatchback 1.5 Hybrid Excel 5dr CVT     ,14990,2018,Hatchback,7991,1.5L,100PS,Automatic,Hybrid,Toyota
5613, Toyota C-Hr Hatchback 1.2T Icon 5dr     ,15790,2018,SUV,12600,1.2L,116PS,Manual,Petrol,Toyota
5614, Toyota Auris Hatchback Special Edition 1.8 Hybrid GB25 5dr CVT     ,15790,2017,Hatchback,9785,1.8L,136PS,Automatic,Hybrid,Toyota
5615, Toyota Auris Hatchback 1.8 Hybrid Design TSS 5dr CVT [Nav]     ,16490,2018,Hatchback,10405,1.8L,136PS,Automatic,Hybrid,Toyota
5616, Toyota Auris Hatchback 1.8 Hybrid Icon Tech TSS 5dr CVT     ,16790,2018,Hatchback,10900,1.8L,136PS,Automatic,Hybrid,Toyota
5617, Toyota Auris Touring Sport 1.8 Hybrid Design TSS 5dr CVT [Nav]     ,16790,2018,Estate,35741,1.8L,136PS,Automatic,Hybrid,Toyota
5618, Toyota Yaris Hatchback 1.5 VVT-i Y20 5dr     ,16990,2019,Hatchback,1500,1.5L,111PS,Manual,Petrol,Toyota
5619, Toyota Auris Touring Sport 1.8 Hybrid Design TSS 5dr CVT [Nav]     ,19490,2018,Estate,8973,1.8L,136PS,Automatic,Hybrid,Toyota
5620, Toyota Prius Hatchback 1.8 VVTi Excel 5dr CVT [15 inch alloy]     ,19990,2016,Hatchback,9320,1.8L,122PS,Automatic,Hybrid,Toyota
5621, Peugeot 208 1.0 VTi Active 5dr     ,4495,2013,Hatchback,59000,1.0L,68BHP,Manual,Petrol,Peugeot
5622, MINI Convertible 1.6 Cooper (Pepper) 2dr     ,4495,2009,Convertible,35000,1.6L,116BHP,Manual,Petrol,MINI
5623, Audi A4 Avant 2.0 TDI S line Multitronic 5dr     ,4995,2009,Estate,118000,2.0L,141BHP,Automatic,Diesel,Audi
5624, Fiat 500 1.2 S (s/s) 3dr     ,4995,2013,Hatchback,19000,1.2L,69BHP,Manual,Petrol,Fiat
5625, Volkswagen Passat 2.0 TDI BlueMotion Tech Sport DSG 5dr     ,4995,2012,Estate,120000,2.0L,138BHP,Automatic,Diesel,Volkswagen
5626, Vauxhall Astra 1.6 16v Elite 5dr     ,4995,2013,Hatchback,58000,1.6L,115PS,Manual,Petrol,Vauxhall
5627, Renault Megane 1.4 TCe Dynamique Tom Tom 2dr (Tom Tom)     ,4995,2011,Convertible,27000,1.4L,130BHP,Manual,Petrol,Renault
5628, Honda Cr-V 2.2 i-DTEC EX 4x4 5dr (ADAS)     ,4995,2012,SUV,145000,2.2L,148BHP,Manual,Diesel,Honda
5629, Ford Focus 1.6 TDCi Titanium X 5dr     ,5495,2013,Hatchback,99000,1.6L,113BHP,Manual,Diesel,Ford
5630, Renault Grand Scenic 1.5 dCi Dynamique TomTom 5dr     ,5495,2013,MPV,68000,1.5L,110BHP,Manual,Diesel,Renault
5640, MINI Countryman Cooper Classic 1.5 5dr     ,16995,2018,SUV,9566,1.5L,136BHP,Manual,Petrol,MINI
5641, Audi A3 2.0 TDI S LINE 5d 148 BHP * SAT NAV * * PCP FINANCE …     ,16995,2017,Hatchback,27406,2.0L,148BHP,Manual,Diesel,Audi
5642," Audi A3 2.0 TDI S LINE 5d 148 BHP *FULL LEATHER, BLUETOOTH, …     ",16995,2016,Hatchback,28571,2.0L,148BHP,Manual,Diesel,Audi
5643," Audi A3 2.0L TDI QUATTRO S LINE 5d 150 BHP VEGAS YELLOW, FULL …     ",16995,2016,Hatchback,38262,2.0L,148BHP,Manual,Diesel,Audi
5644," Audi A3 2.0 TDI S LINE 5d 148 BHP LOVELY CAR, CALL US 01492 …     ",16995,2017,Hatchback,25059,2.0L,148BHP,Manual,Diesel,Audi
5645," Audi Q3 2.0 TDI QUATTRO S LINE 5d 148 BHP *PRIVACY GLASS, …     ",16995,2015,SUV,30850,2.0L,148BHP,Automatic,Diesel,Audi
5646, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 148 BHP ** BIG SPEC...**     ,16995,2016,SUV,42583,2.0L,148BHP,Automatic,Diesel,Audi
5647, Audi A3 2.0 TDI QUATTRO S LINE 2d AUTO 184 BHP QUATTRO AUTOMATIC     ,16995,2015,Convertible,29162,2.0L,184BHP,Automatic,Diesel,Audi
5648, Volkswagen Amarok 2.0 BiTDI BlueMotion Tech Highline Per …     ,17000,2013,Pickup,42736,2.0L,178BHP,Automatic,Diesel,Volkswagen
5649, Jaguar XE 2.0d R-Sport Auto (s/s) 4dr     ,17000,2016,Saloon,38502,2.0L,180PS,Automatic,Diesel,Jaguar
5650, MINI John Cooper Works 3-Door Hatch 2.0 3dr     ,15998,2016,Hatchback,30240,2.0L,231BHP,Manual,Petrol,MINI
5651, Ford Kuga 2.0 TDCi 180 Titanium 5dr Auto     ,16500,2017,SUV,18331,2.0L,180PS,Automatic,Diesel,Ford
5652, MINI 3-Door Hatch Cooper Classic 1.5 3dr     ,17298,2019,Hatchback,101,1.5L,136BHP,Manual,Petrol,MINI
